GENESIS-Tabelle: Darmstadt
Einpendelverflechtungen nach Geschlecht - Jahr - regionale;;;;;;
Tiefe: Gemeinden bzw. Gemeindeverbände;;;;;;
Pendlerrechnung der Länder;;;;;;
Stichtag: 30.06.2022;;;;;;
Arbeitsort: Darmstadt, Wissenschaftsstadt;;;;;;
;;Einpendelnde von ...;Einpendelnde von ...;Einpendelnde von ...;Anteil an allen Einpendelnden in den Arbeitsort;Luftlinienentfernung
;;Insgesamt;männlich;weiblich;;
;;Anzahl;Anzahl;Anzahl;Prozent;km
065350011011;Lauterbach (Hessen), Kreisstadt;18;9;9;0,0;98,7
065350012012;Lautertal (Vogelsberg);-;-;-;-;-
065350013013;Mücke;-;-;-;-;-
065350014014;Romrod, Stadt;-;-;-;-;-
065350015015;Schlitz, Stadt;-;-;-;-;-
065350016016;Schotten, Stadt;13;8;5;0,0;76,5
065350017017;Schwalmtal;-;-;-;-;-
065350018018;Ulrichstein, Stadt;-;-;-;-;-
065350019019;Wartenberg;-;-;-;-;-
066110000000;Kassel, documenta-Stadt;65;33;32;0,1;168,7
066310001001;Bad Salzschlirf;-;-;-;-;-
066310002002;Burghaun, Marktgemeinde;-;-;-;-;-
066310003003;Dipperz;-;-;-;-;-
066310004004;Ebersburg;-;-;-;-;-
066310005005;Ehrenberg (Rhön);-;-;-;-;-
066310006006;Eichenzell;-;-;-;-;-
066310007007;Eiterfeld, Marktgemeinde;-;-;-;-;-
066310008008;Flieden;-;-;-;-;-
066310009009;Fulda, Stadt;72;43;29;0,1;103,5
066310010010;Gersfeld (Rhön), Stadt;-;-;-;-;-
066310011011;Großenlüder;-;-;-;-;-
066310012012;Hilders, Marktgemeinde;-;-;-;-;-
066310013013;Hofbieber;10;6;4;0,0;115,9
066310014014;Hosenfeld;-;-;-;-;-
066310015015;Hünfeld, Konrad-Zuse-Stadt;20;15;5;0,0;116,6
066310016016;Kalbach;-;-;-;-;-
066310017017;Künzell;15;11;4;0,0;105,4
066310018018;Neuhof;10;6;4;0,0;92,5
066310019019;Nüsttal;-;-;-;-;-
066310020020;Petersberg;20;16;4;0,0;109,3
066310021021;Poppenhausen (Wasserkuppe);-;-;-;-;-
066310022022;Rasdorf, Point-Alpha-Gemeinde;-;-;-;-;-
066310023023;Tann (Rhön), Stadt;-;-;-;-;-
066320001001;Alheim;-;-;-;-;-
066320002002;Bad Hersfeld, Kreisstadt;12;6;6;0,0;131,9
066320003003;Bebra, Stadt;-;-;-;-;-
066320004004;Breitenbach a. Herzberg;-;-;-;-;-
066320005005;Cornberg;-;-;-;-;-
066320006006;Friedewald;-;-;-;-;-
066320007007;Hauneck;-;-;-;-;-
066320008008;Haunetal;-;-;-;-;-
066320009009;Heringen (Werra), Stadt;-;-;-;-;-
066320010010;Hohenroda;-;-;-;-;-
066320011011;Kirchheim;-;-;-;-;-
066320012012;Ludwigsau;-;-;-;-;-
066320013013;Nentershausen;-;-;-;-;-
066320014014;Neuenstein;-;-;-;-;-
066320015015;Niederaula, Marktgemeinde;-;-;-;-;-
066320016016;Philippsthal (Werra), Marktgemeinde;-;-;-;-;-
066320017017;Ronshausen;-;-;-;-;-
066320018018;Rotenburg a. d. Fulda, Stadt;-;-;-;-;-
066320019019;Schenklengsfeld;-;-;-;-;-
066320020020;Wildeck;-;-;-;-;-
066330001001;Ahnatal;-;-;-;-;-
066330002002;Bad Karlshafen, Stadt;-;-;-;-;-
066330003003;Baunatal, Stadt;-;-;-;-;-
066330004004;Breuna;-;-;-;-;-
066330005005;Calden;-;-;-;-;-
066330006006;Bad Emstal;-;-;-;-;-
066330007007;Espenau;-;-;-;-;-
066330008008;Fuldabrück;-;-;-;-;-
066330009009;Fuldatal;-;-;-;-;-
066330010010;Grebenstein, Stadt;-;-;-;-;-
066330011011;Habichtswald;-;-;-;-;-
066330012012;Helsa;-;-;-;-;-
066330013013;Hofgeismar, Stadt;-;-;-;-;-
066330014014;Immenhausen, Stadt;-;-;-;-;-
066330015015;Kaufungen;-;-;-;-;-
066330016016;Liebenau, Stadt;-;-;-;-;-
066330017017;Lohfelden;-;-;-;-;-
066330018018;Naumburg, Stadt;-;-;-;-;-
066330019019;Nieste;-;-;-;-;-
066330020020;Niestetal;-;-;-;-;-
066330022022;Reinhardshagen;-;-;-;-;-
066330023023;Schauenburg;-;-;-;-;-
066330024024;Söhrewald;-;-;-;-;-
066330025025;Trendelburg, Stadt;-;-;-;-;-
066330026026;Vellmar, Stadt;-;-;-;-;-
066330028028;Wolfhagen, Hans-Staden-Stadt;-;-;-;-;-
066330029029;Zierenberg, Stadt;-;-;-;-;-
066330030030;Wesertal;-;-;-;-;-
066340001001;Borken (Hessen), Stadt;-;-;-;-;-
066340002002;Edermünde;-;-;-;-;-
066340003003;Felsberg, Stadt;-;-;-;-;-
066340004004;Frielendorf, Marktflecken;-;-;-;-;-
066340005005;Fritzlar, Dom- und Kaiserstadt;-;-;-;-;-
066340006006;Gilserberg;-;-;-;-;-
066340007007;Gudensberg, Stadt;-;-;-;-;-
066340008008;Guxhagen;-;-;-;-;-
066340009009;Homberg (Efze), Reformationsstadt, Kreisstadt;-;-;-;-;-
066340010010;Jesberg;-;-;-;-;-
066340011011;Knüllwald;-;-;-;-;-
066340012012;Körle;-;-;-;-;-
066340013013;Malsfeld;-;-;-;-;-
066340014014;Melsungen, Stadt;-;-;-;-;-
066340015015;Morschen;-;-;-;-;-
066340016016;Neuental;-;-;-;-;-
066340017017;Neukirchen, Stadt;-;-;-;-;-
066340018018;Niedenstein, Stadt;-;-;-;-;-
066340019019;Oberaula;-;-;-;-;-
066340020020;Ottrau;-;-;-;-;-
066340021021;Schrecksbach;-;-;-;-;-
066340022022;Schwalmstadt, Konfirmationsstadt;-;-;-;-;-
066340023023;Schwarzenborn, Stadt;-;-;-;-;-
066340024024;Spangenberg, Liebenbachstadt;-;-;-;-;-
066340025025;Wabern;-;-;-;-;-
066340026026;Willingshausen;-;-;-;-;-
066340027027;Bad Zwesten;-;-;-;-;-
066350001001;Allendorf (Eder);-;-;-;-;-
066350002002;Bad Arolsen, Stadt;-;-;-;-;-
066350003003;Bad Wildungen, Stadt;-;-;-;-;-
066350004004;Battenberg (Eder), Stadt;-;-;-;-;-
066350005005;Bromskirchen;-;-;-;-;-
066350006006;Burgwald;-;-;-;-;-
066350007007;Diemelsee;-;-;-;-;-
066350008008;Diemelstadt, Stadt;-;-;-;-;-
066350009009;Edertal, Nationalparkgemeinde;-;-;-;-;-
066350010010;Frankenau, Nationalparkstadt;-;-;-;-;-
066350011011;Frankenberg (Eder), Philipp-Soldan-Stadt;-;-;-;-;-
066350012012;Gemünden (Wohra), Stadt;-;-;-;-;-
066350013013;Haina (Kloster);-;-;-;-;-
066350014014;Hatzfeld (Eder), Stadt;-;-;-;-;-
066350015015;Korbach, Hansestadt, Kreisstadt;-;-;-;-;-
066350016016;Lichtenfels, Stadt;-;-;-;-;-
066350017017;Rosenthal, Stadt;-;-;-;-;-
066350018018;Twistetal;-;-;-;-;-
066350019019;Vöhl, Nationalparkgemeinde;-;-;-;-;-
066350020020;Volkmarsen, Stadt;-;-;-;-;-
066350021021;Waldeck, Stadt;-;-;-;-;-
066350022022;Willingen (Upland);-;-;-;-;-
066360001001;Bad Sooden-Allendorf, Stadt;-;-;-;-;-
066360002002;Berkatal;-;-;-;-;-
066360003003;Eschwege, Kreisstadt;-;-;-;-;-
066360004004;Großalmerode, Stadt;-;-;-;-;-
066360005005;Herleshausen;-;-;-;-;-
066360006006;Hessisch Lichtenau, Stadt;-;-;-;-;-
066360007007;Meinhard;-;-;-;-;-
066360008008;Meißner;-;-;-;-;-
066360009009;Neu-Eichenberg;-;-;-;-;-
066360010010;Ringgau;-;-;-;-;-
066360011011;Sontra, Stadt;-;-;-;-;-
066360012012;Waldkappel, Stadt;-;-;-;-;-
066360013013;Wanfried, Stadt;-;-;-;-;-
066360014014;Wehretal;-;-;-;-;-
066360015015;Weißenborn;-;-;-;-;-
066360016016;Witzenhausen, Stadt;-;-;-;-;-
071110000000;Koblenz, Stadt;58;32;26;0,1;93,4
071310007000;Bad Neuenahr-Ahrweiler, Stadt;-;-;-;-;-
071310070000;Remagen, Stadt;-;-;-;-;-
071310077000;Sinzig, Stadt;-;-;-;-;-
071310090000;Grafschaft;-;-;-;-;-
071315001000;Adenau;-;-;-;-;-
071315002000;Altenahr;-;-;-;-;-
071315003000;Bad Breisig;-;-;-;-;-
071315004000;Brohltal;-;-;-;-;-
071325003000;Daaden-Herdorf;-;-;-;-;-
071325006000;Hamm (Sieg);-;-;-;-;-
071325007000;Kirchen (Sieg);-;-;-;-;-
071325008000;Wissen;-;-;-;-;-
071325009000;Betzdorf-Gebardshain;-;-;-;-;-
071325010000;Altenkirchen-Flammersfeld;13;7;6;0,0;117,5
071330006000;Bad Kreuznach, Stadt;58;29;29;0,1;57,5
071335001000;Bad Kreuznach;13;9;4;0,0;57,5
071335006000;Rüdesheim;24;12;12;0,0;67,8
071335009000;Kirner Land;14;10;4;0,0;85,6
071335010000;Nahe-Glan;11;8;3;0,0;75,7
071335011000;Langenlonsheim-Stromberg;23;14;9;0,0;63,3
071340045000;Idar-Oberstein, Stadt;12;.;.;0,0;96,5
071345001000;Baumholder;-;-;-;-;-
071345002000;Birkenfeld;-;-;-;-;-
071345005000;Herrstein-Rhaunen;-;-;-;-;-
071355001000;Cochem;-;-;-;-;-
071355002000;Kaisersesch;-;-;-;-;-
071355003000;Ulmen;-;-;-;-;-
071355005000;Zell (Mosel);-;-;-;-;-
071370003000;Andernach, Stadt;-;-;-;-;-
071370068000;Mayen, Stadt;-;-;-;-;-
071370203000;Bendorf, Stadt;-;-;-;-;-
071375001000;Pellenz;-;-;-;-;-
071375002000;Maifeld;-;-;-;-;-
071375003000;Vordereifel;-;-;-;-;-
071375004000;Mendig;-;-;-;-;-
071375007000;Vallendar;-;-;-;-;-
071375008000;Weißenthurm;-;-;-;-;-
071375009000;Rhein-Mosel;-;-;-;-;-
071380045000;Neuwied, Stadt;11;8;3;0,0;105,8
071385001000;Asbach;-;-;-;-;-
071385002000;Bad Hönningen;-;-;-;-;-
071385003000;Dierdorf;-;-;-;-;-
071385004000;Linz am Rhein;-;-;-;-;-
071385005000;Puderbach;-;-;-;-;-
071385007000;Unkel;-;-;-;-;-
071385009000;Rengsdorf-Waldbreitbach;-;-;-;-;-
071400501000;Boppard, Stadt;-;-;-;-;-
071405003000;Kastellaun;-;-;-;-;-
071405004000;Kirchberg (Hunsrück);-;-;-;-;-
071405008000;Simmern-Rheinböllen;20;15;5;0,0;80,1
071405009000;Hunsrück-Mittelrhein;14;11;3;0,0;81,3
071410075000;Lahnstein, Stadt;-;-;-;-;-
071415003000;Diez;24;20;4;0,0;73,8
071415007000;Nastätten;12;.;.;0,0;69,2
071415009000;Loreley;-;-;-;-;-
071415010000;Bad Ems-Nassau;-;-;-;-;-
071415011000;Aar-Einrich;26;18;8;0,0;65,4
071435001000;Bad Marienberg (Westerwald);26;11;15;0,0;101,0
071435002000;Hachenburg;12;6;6;0,0;106,4
071435003000;Höhr-Grenzhausen;-;-;-;-;-
071435004000;Montabaur;25;15;10;0,0;83,9
071435005000;Ransbach-Baumbach;-;-;-;-;-
071435006000;Rennerod;14;11;3;0,0;92,0
071435007000;Selters (Westerwald);-;-;-;-;-
071435008000;Wallmerod;13;7;6;0,0;86,0
071435009000;Westerburg;16;9;7;0,0;92,3
071435010000;Wirges;-;-;-;-;-
072110000000;Trier, Stadt;16;10;6;0,0;145,2
072310134000;Wittlich, Stadt;-;-;-;-;-
072310502000;Morbach;-;-;-;-;-
072315001000;Bernkastel-Kues;-;-;-;-;-
072315006000;Thalfang am Erbeskopf;-;-;-;-;-
072315008000;Wittlich-Land;-;-;-;-;-
072315009000;Traben-Trarbach;-;-;-;-;-
072320018000;Bitburg, Stadt;-;-;-;-;-
072325001000;Arzfeld;-;-;-;-;-
072325005000;Südeifel;-;-;-;-;-
072325006000;Prüm;-;-;-;-;-
072325007000;Speicher;-;-;-;-;-
072325008000;Bitburger Land;-;-;-;-;-
072335001000;Daun;-;-;-;-;-
072335004000;Kelberg;-;-;-;-;-
072335006000;Gerolstein;-;-;-;-;-
072355001000;Hermeskeil;-;-;-;-;-
072355003000;Konz;-;-;-;-;-
072355004000;Ruwer;-;-;-;-;-
072355006000;Schweich an der Römischen Weinstraße;-;-;-;-;-
072355007000;Trier-Land;-;-;-;-;-
072355008000;Saarburg-Kell;-;-;-;-;-
073110000000;Frankenthal (Pfalz), Stadt;46;30;16;0,1;44,6
073120000000;Kaiserslautern, Stadt;51;37;14;0,1;82,1
073130000000;Landau in der Pfalz, Stadt;18;12;6;0,0;85,5
073140000000;Ludwigshafen am Rhein, Stadt;197;132;65;0,2;48,4
073150000000;Mainz, Stadt;1477;849;628;1,6;32,1
073160000000;Neustadt an der Weinstraße, Stadt;34;24;10;0,0;70,5
073170000000;Pirmasens, Stadt;-;-;-;-;-
073180000000;Speyer, Stadt;33;21;12;0,0;63,6
073190000000;Worms, Stadt;255;154;101;0,3;35,6
073200000000;Zweibrücken, Stadt;-;-;-;-;-
073310003000;Alzey, Stadt;43;23;20;0,0;43,1
073315001000;Alzey-Land;51;29;22;0,1;42,8
073315002000;Eich;100;59;41;0,1;24,8
073315003000;Monsheim;20;15;5;0,0;42,1
073315005000;Wöllstein;19;15;4;0,0;50,7
073315006000;Wörrstadt;83;51;32;0,1;39,6
073315007000;Wonnegau;53;34;19;0,1;34,8
073320002000;Bad Dürkheim, Stadt;19;14;5;0,0;63,2
073320024000;Grünstadt, Stadt;17;11;6;0,0;52,3
073320025000;Haßloch;20;15;5;0,0;65,7
073325001000;Deidesheim;-;-;-;-;-
073325002000;Freinsheim;16;12;4;0,0;55,6
073325005000;Lambrecht (Pfalz);-;-;-;-;-
073325006000;Wachenheim an der Weinstraße;14;6;8;0,0;60,1
073325007000;Leiningerland;39;28;11;0,0;52,7
073335002000;Eisenberg (Pfalz);-;-;-;-;-
073335003000;Göllheim;10;6;4;0,0;52,1
073335004000;Kirchheimbolanden;29;17;12;0,0;54,3
073335006000;Winnweiler;-;-;-;-;-
073335007000;Nordpfälzer Land;12;9;3;0,0;66,0
073340007000;Germersheim, Stadt;-;-;-;-;-
073340501000;Wörth am Rhein, Stadt;-;-;-;-;-
073345001000;Bellheim;-;-;-;-;-
073345002000;Hagenbach;-;-;-;-;-
073345003000;Jockgrim;-;-;-;-;-
073345004000;Kandel;-;-;-;-;-
073345005000;Lingenfeld;-;-;-;-;-
073345006000;Rülzheim;-;-;-;-;-
073355001000;Bruchmühlbach-Miesau;-;-;-;-;-
073355002000;Enkenbach-Alsenborn;-;-;-;-;-
073355008000;Ramstein-Miesenbach;-;-;-;-;-
073355009000;Weilerbach;-;-;-;-;-
073355010000;Otterbach-Otterberg;-;-;-;-;-
073355011000;Landstuhl;-;-;-;-;-
073365008000;Lauterecken-Wolfstein;-;-;-;-;-
073365009000;Oberes Glantal;-;-;-;-;-
073365010000;Kusel-Altenglan;-;-;-;-;-
073375001000;Annweiler am Trifels;-;-;-;-;-
073375002000;Bad Bergzabern;-;-;-;-;-
073375003000;Edenkoben;11;6;5;0,0;77,9
073375004000;Herxheim;-;-;-;-;-
073375005000;Landau-Land;-;-;-;-;-
073375006000;Maikammer;-;-;-;-;-
073375007000;Offenbach an der Queich;-;-;-;-;-
073380004000;Bobenheim-Roxheim;26;17;9;0,0;39,1
073380005000;Böhl-Iggelheim;-;-;-;-;-
073380017000;Limburgerhof;17;9;8;0,0;55,4
073380019000;Mutterstadt;13;7;6;0,0;54,0
073380025000;Schifferstadt, Stadt;23;14;9;0,0;59,5
073385001000;Dannstadt-Schauernheim;-;-;-;-;-
073385004000;Maxdorf;17;10;7;0,0;52,6
073385006000;Lambsheim-Heßheim;40;27;13;0,0;45,2
073385007000;Römerberg-Dudenhofen;-;-;-;-;-
073385008000;Rheinauen;29;22;7;0,0;55,5
073390005000;Bingen am Rhein, Stadt;58;32;26;0,1;52,8
073390009000;Budenheim;25;14;11;0,0;38,6
073390030000;Ingelheim am Rhein, Stadt;130;85;45;0,1;43,3
073395001000;Rhein-Nahe;22;14;8;0,0;64,5
073395002000;Bodenheim;137;89;48;0,2;26,0
073395003000;Gau-Algesheim;43;29;14;0,0;45,1
073395006000;Nieder-Olm;162;104;58;0,2;35,5
073395007000;Rhein-Selz;234;159;75;0,3;27,3
073395008000;Sprendlingen-Gensingen;92;80;12;0,1;49,2
073405001000;Dahner Felsenland;-;-;-;-;-
073405002000;Hauenstein;-;-;-;-;-
073405003000;Pirmasens-Land;-;-;-;-;-
073405004000;Rodalben;-;-;-;-;-
073405006000;Waldfischbach-Burgalben;-;-;-;-;-
073405008000;Zweibrücken-Land;-;-;-;-;-
073405009000;Thaleischweiler-Wallhalben;-;-;-;-;-
081110000000;Stuttgart, Landeshauptstadt;180;104;76;0,2;128,5
081150003003;Böblingen, Stadt;x;x;x;x;135,9
081150028028;Leonberg, Stadt;10;4;6;0,0;123,8
081150029029;Magstadt;-;-;-;-;-
081150041041;Renningen, Stadt;-;-;-;-;-
081150042042;Rutesheim, Stadt;-;-;-;-;-
081150044044;Schönaich;-;-;-;-;-
081150045045;Sindelfingen, Stadt;x;x;x;x;132,3
081150050050;Weil der Stadt, Stadt;-;-;-;-;-
081150051051;Weil im Schönbuch;-;-;-;-;-
081150052052;Weissach;-;-;-;-;-
081155001001;Aidlingen;-;-;-;-;-
081155001054;Grafenau;-;-;-;-;-
081155002013;Ehningen;-;-;-;-;-
081155002015;Gärtringen;-;-;-;-;-
081155003010;Deckenpfronn;-;-;-;-;-
081155003021;Herrenberg, Stadt;-;-;-;-;-
081155003037;Nufringen;-;-;-;-;-
081155004002;Altdorf;-;-;-;-;-
081155004022;Hildrizhausen;-;-;-;-;-
081155004024;Holzgerlingen, Stadt;-;-;-;-;-
081155005004;Bondorf;-;-;-;-;-
081155005016;Gäufelden;-;-;-;-;-
081155005034;Mötzingen;-;-;-;-;-
081155005053;Jettingen;-;-;-;-;-
081155006046;Steinenbronn;-;-;-;-;-
081155006048;Waldenbuch, Stadt;-;-;-;-;-
081160015015;Denkendorf;-;-;-;-;-
081160019019;Esslingen am Neckar, Stadt;x;x;x;x;135,6
081160047047;Neuhausen auf den Fildern;-;-;-;-;-
081160072072;Wernau (Neckar), Stadt;-;-;-;-;-
081160076076;Aichwald;-;-;-;-;-
081160077077;Filderstadt, Stadt;-;-;-;-;-
081160078078;Leinfelden-Echterdingen, Stadt;x;x;x;x;137,5
081160080080;Ostfildern, Stadt;x;x;x;x;136,5
081160081081;Aichtal, Stadt;-;-;-;-;-
081165001016;Dettingen unter Teck;-;-;-;-;-
081165001033;Kirchheim unter Teck, Stadt;-;-;-;-;-
081165001048;Notzingen;-;-;-;-;-
081165002018;Erkenbrechtsweiler;-;-;-;-;-
081165002054;Owen, Stadt;-;-;-;-;-
081165002079;Lenningen;-;-;-;-;-
081165003005;Altdorf;-;-;-;-;-
081165003006;Altenriet;-;-;-;-;-
081165003008;Bempflingen;-;-;-;-;-
081165003041;Neckartailfingen;-;-;-;-;-
081165003042;Neckartenzlingen;-;-;-;-;-
081165003063;Schlaitdorf;-;-;-;-;-
081165004011;Beuren;-;-;-;-;-
081165004036;Kohlberg;-;-;-;-;-
081165004046;Neuffen, Stadt;-;-;-;-;-
081165005020;Frickenhausen;-;-;-;-;-
081165005022;Großbettlingen;-;-;-;-;-
081165005049;Nürtingen, Stadt;-;-;-;-;-
081165005050;Oberboihingen;-;-;-;-;-
081165005068;Unterensingen;-;-;-;-;-
081165005073;Wolfschlugen;-;-;-;-;-
081165006004;Altbach;-;-;-;-;-
081165006014;Deizisau;-;-;-;-;-
081165006056;Plochingen, Stadt;-;-;-;-;-
081165007007;Baltmannsweiler;-;-;-;-;-
081165007027;Hochdorf;-;-;-;-;-
081165007037;Lichtenwald;-;-;-;-;-
081165007058;Reichenbach an der Fils;-;-;-;-;-
081165008012;Bissingen an der Teck;-;-;-;-;-
081165008029;Holzmaden;-;-;-;-;-
081165008043;Neidlingen;-;-;-;-;-
081165008053;Ohmden;-;-;-;-;-
081165008070;Weilheim an der Teck, Stadt;-;-;-;-;-
081165009035;Köngen;-;-;-;-;-
081165009071;Wendlingen am Neckar, Stadt;-;-;-;-;-
081170010010;Böhmenkirch;-;-;-;-;-
081175001006;Bad Ditzenbach;-;-;-;-;-
081175001014;Deggingen;-;-;-;-;-
081175002018;Ebersbach an der Fils, Stadt;-;-;-;-;-
081175002044;Schlierbach;-;-;-;-;-
081175003019;Eislingen/Fils, Stadt;-;-;-;-;-
081175003037;Ottenbach;-;-;-;-;-
081175003042;Salach;-;-;-;-;-
081175004007;Bad Überkingen;-;-;-;-;-
081175004024;Geislingen an der Steige, Stadt;-;-;-;-;-
081175004033;Kuchen;-;-;-;-;-
081175005026;Göppingen, Stadt;11;.;.;0,0;149,2
081175005043;Schlat;-;-;-;-;-
081175005053;Wäschenbeuren;-;-;-;-;-
081175005055;Wangen;-;-;-;-;-
081175006015;Donzdorf, Stadt;-;-;-;-;-
081175006025;Gingen an der Fils;-;-;-;-;-
081175006049;Süßen, Stadt;-;-;-;-;-
081175006061;Lauterstein, Stadt;-;-;-;-;-
081175007016;Drackenstein;-;-;-;-;-
081175007028;Gruibingen;-;-;-;-;-
081175007031;Hohenstadt;-;-;-;-;-
081175007035;Mühlhausen im Täle;-;-;-;-;-
081175007058;Wiesensteig, Stadt;-;-;-;-;-
081175008001;Adelberg;-;-;-;-;-
081175008009;Birenbach;-;-;-;-;-
081175008011;Börtlingen;-;-;-;-;-
081175008038;Rechberghausen;-;-;-;-;-
081175009002;Aichelberg;-;-;-;-;-
081175009012;Bad Boll;-;-;-;-;-
081175009017;Dürnau;-;-;-;-;-
081175009023;Gammelshausen;-;-;-;-;-
081175009029;Hattenhofen;-;-;-;-;-
081175009060;Zell unter Aichelberg;-;-;-;-;-
081175010003;Albershausen;-;-;-;-;-
081175010051;Uhingen, Stadt;-;-;-;-;-
081175011020;Eschenbach;-;-;-;-;-
081175011030;Heiningen;-;-;-;-;-
081180003003;Asperg, Stadt;-;-;-;-;-
081180011011;Ditzingen, Stadt;-;-;-;-;-
081180019019;Gerlingen, Stadt;-;-;-;-;-
081180021021;Großbottwar, Stadt;-;-;-;-;-
081180046046;Kornwestheim, Stadt;-;-;-;-;-
081180048048;Ludwigsburg, Stadt;19;13;6;0,0;115,9
081180050050;Markgröningen, Stadt;-;-;-;-;-
081180051051;Möglingen;-;-;-;-;-
081180060060;Oberstenfeld;-;-;-;-;-
081180076076;Sachsenheim, Stadt;-;-;-;-;-
081180080080;Korntal-Münchingen, Stadt;-;-;-;-;-
081180081081;Remseck am Neckar, Stadt;-;-;-;-;-
081185001007;Besigheim, Stadt;-;-;-;-;-
081185001016;Freudental;-;-;-;-;-
081185001018;Gemmrigheim;-;-;-;-;-
081185001028;Hessigheim;-;-;-;-;-
081185001047;Löchgau;-;-;-;-;-
081185001053;Mundelsheim;-;-;-;-;-
081185001074;Walheim;-;-;-;-;-
081185002071;Tamm;-;-;-;-;-
081185002077;Ingersheim;-;-;-;-;-
081185002079;Bietigheim-Bissingen, Stadt;x;x;x;x;108,1
081185003010;Bönnigheim, Stadt;-;-;-;-;-
081185003015;Erligheim;-;-;-;-;-
081185003040;Kirchheim am Neckar;-;-;-;-;-
081185004063;Pleidelsheim;-;-;-;-;-
081185004078;Freiberg am Neckar, Stadt;-;-;-;-;-
081185005001;Affalterbach;-;-;-;-;-
081185005006;Benningen am Neckar;-;-;-;-;-
081185005014;Erdmannhausen;-;-;-;-;-
081185005049;Marbach am Neckar, Stadt;-;-;-;-;-
081185006027;Hemmingen;-;-;-;-;-
081185006067;Schwieberdingen;-;-;-;-;-
081185007054;Murr;-;-;-;-;-
081185007070;Steinheim an der Murr, Stadt;-;-;-;-;-
081185008012;Eberdingen;-;-;-;-;-
081185008059;Oberriexingen, Stadt;-;-;-;-;-
081185008068;Sersheim;-;-;-;-;-
081185008073;Vaihingen an der Enz, Stadt;-;-;-;-;-
081190001001;Alfdorf;-;-;-;-;-
081190020020;Fellbach, Stadt;-;-;-;-;-
081190041041;Korb;-;-;-;-;-
081190044044;Murrhardt, Stadt;-;-;-;-;-
081190061061;Rudersberg;-;-;-;-;-
081190079079;Waiblingen, Stadt;10;7;3;0,0;124,3
081190089089;Berglen;-;-;-;-;-
081190090090;Remshalden;-;-;-;-;-
081190091091;Weinstadt, Stadt;-;-;-;-;-
081190093093;Kernen im Remstal;-;-;-;-;-
081195001003;Allmersbach im Tal;-;-;-;-;-
081195001004;Althütte;-;-;-;-;-
081195001006;Auenwald;-;-;-;-;-
081195001008;Backnang, Stadt;-;-;-;-;-
081195001018;Burgstetten;-;-;-;-;-
081195001038;Kirchberg an der Murr;-;-;-;-;-
081195001053;Oppenweiler;-;-;-;-;-
081195001083;Weissach im Tal;-;-;-;-;-
081195001087;Aspach;-;-;-;-;-
081195002055;Plüderhausen;-;-;-;-;-
081195002076;Urbach;-;-;-;-;-
081195003067;Schorndorf, Stadt;-;-;-;-;-
081195003086;Winterbach;-;-;-;-;-
081195004024;Großerlach;-;-;-;-;-
081195004069;Spiegelberg;-;-;-;-;-
081195004075;Sulzbach an der Murr;-;-;-;-;-
081195005037;Kaisersbach;-;-;-;-;-
081195005084;Welzheim, Stadt;-;-;-;-;-
081195006042;Leutenbach;-;-;-;-;-
081195006068;Schwaikheim;-;-;-;-;-
081195006085;Winnenden, Stadt;-;-;-;-;-
081210000000;Heilbronn, Universitätsstadt;20;9;11;0,0;89,3
081250007007;Bad Wimpfen, Stadt;-;-;-;-;-
081250039039;Gundelsheim, Stadt;-;-;-;-;-
081250058058;Leingarten, Stadt;-;-;-;-;-
081250068068;Neudenau, Stadt;-;-;-;-;-
081250107107;Wüstenrot;-;-;-;-;-
081255001005;Bad Friedrichshall, Stadt;-;-;-;-;-
081255001078;Oedheim;-;-;-;-;-
081255001079;Offenau;-;-;-;-;-
081255002006;Bad Rappenau, Stadt;-;-;-;-;-
081255002049;Kirchardt;-;-;-;-;-
081255002087;Siegelsbach;-;-;-;-;-
081255003013;Brackenheim, Stadt;-;-;-;-;-
081255003017;Cleebronn;-;-;-;-;-
081255004026;Eppingen, Stadt;-;-;-;-;-
081255004034;Gemmingen;-;-;-;-;-
081255004047;Ittlingen;-;-;-;-;-
081255005030;Flein;-;-;-;-;-
081255005094;Talheim;-;-;-;-;-
081255006056;Lauffen am Neckar, Stadt;-;-;-;-;-
081255006066;Neckarwestheim;-;-;-;-;-
081255006074;Nordheim;-;-;-;-;-
081255007048;Jagsthausen;-;-;-;-;-
081255007063;Möckmühl, Stadt;-;-;-;-;-
081255007084;Roigheim;-;-;-;-;-
081255007103;Widdern, Stadt;-;-;-;-;-
081255008027;Erlenbach;-;-;-;-;-
081255008065;Neckarsulm, Stadt;x;x;x;x;86,4
081255008096;Untereisesheim;-;-;-;-;-
081255009069;Neuenstadt am Kocher, Stadt;-;-;-;-;-
081255009111;Hardthausen am Kocher;-;-;-;-;-
081255009113;Langenbrettach;-;-;-;-;-
081255010038;Güglingen, Stadt;-;-;-;-;-
081255010081;Pfaffenhofen;-;-;-;-;-
081255010108;Zaberfeld;-;-;-;-;-
081255011059;Löwenstein, Stadt;-;-;-;-;-
081255011110;Obersulm;-;-;-;-;-
081255012001;Abstatt;-;-;-;-;-
081255012008;Beilstein, Stadt;-;-;-;-;-
081255012046;Ilsfeld;-;-;-;-;-
081255012098;Untergruppenbach;-;-;-;-;-
081255013061;Massenbachhausen;-;-;-;-;-
081255013086;Schwaigern, Stadt;-;-;-;-;-
081255014021;Eberstadt;-;-;-;-;-
081255014024;Ellhofen;-;-;-;-;-
